TotalSteps,TotalDistance,TrackerDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,StepsPerMinute,DistancePerStep,VeryActiveRatio,SedentaryRatio,ActiveMinutesTotal,ActivityScore,EffectiveActiveTime,ActivityLevel,Gender,Age,VeryActiveDistance_norm,ModeratelyActiveDistance_norm,SedentaryActiveDistance_norm,VeryActiveMinutes_norm,FairlyActiveMinutes_norm,Calories_norm,StepsPerMinute_norm,DistancePerStep_norm,VeryActiveRatio_norm
10039.0,6.40999984741211,6.40999984741211,2.92000007629395,0.209999993443489,3.27999997138977,0.0,39.0,5.0,238.0,709,1788.0,35.59929078014184,0.0006385097965347255,0.45553824427512785,0.49236111111111114,282.0,365.0,0.28456104944500504,High,Male,31,1.3660916732651134,0.19062035419004558,0.0,3.6888794541139363,1.791759469228055,7.489412083508719,3.60002886262782,0.6934528789172036,0.3753757595540659
15355.0,9.80000019073486,9.80000019073486,6.403000092506404,0.569999992847443,3.94000005722046,0.0,73.0,14.0,216.0,814,2013.0,50.67656765676568,0.0006382286024574966,0.6533673436618852,0.5652777777777778,303.0,463.0,0.2712623097582811,High,Male,43,2.0018853359567608,0.45107561480444786,0.0,4.30406509320417,2.70805020110221,7.607878073278507,3.94500444195849,0.6934530194712586,0.5028140226203882
13755.0,8.78999996185303,8.78999996185303,2.32999992370605,0.920000016689301,5.53999996185303,0.0,31.0,23.0,279.0,833,1970.0,41.306306306306304,0.0006390403461906965,0.2650739401385458,0.5784722222222223,333.0,418.0,0.2855917667238422,High,Male,41,1.202972281081256,0.6523251947320344,0.0,3.4657359027997265,3.1780538303479458,7.58629630715272,3.744936160195598,0.6934526137234222,0.23513057117371555
18134.0,12.210000038147,12.210000038147,6.403000092506404,0.409999996423721,5.40999984741211,0.0,78.0,11.0,243.0,1108,2159.0,54.62048192771084,0.0006733208358964927,0.5244062303441342,0.7694444444444445,332.0,499.0,0.23055555555555557,High,Male,43,2.0018853359567608,0.3435897018537088,0.0,4.3694478524670215,2.4849066497880004,7.67786350067821,4.018551513416084,0.693435478566163,0.4216049770888108
13154.0,8.52999973297119,8.52999973297119,3.53999996185303,1.1599999666214,3.78999996185303,0.0,48.0,28.0,189.0,782,1898.0,49.637735849056604,0.0006484719273963198,0.41500587018423846,0.5430555555555555,265.0,389.0,0.2531041069723018,High,Male,26,1.5129270036508402,0.770108206243018,0.0,3.8918202981106265,3.367295829986474,7.549082710812286,3.9246970661147356,0.6934478993618457,0.3471336796266936
11181.0,7.15000009536743,7.15000009536743,1.05999994277954,0.5,5.57999992370605,0.0,16.0,12.0,243.0,815,1837.0,41.25830258302583,0.00063947769388851,0.14825173827148988,0.5659722222222222,271.0,315.0,0.24953959484346225,High,Female,29,0.7227059550245669,0.4054651081081644,0.0,2.833213344056216,2.5649493574615367,7.516433302915632,3.743800845338305,0.6934523951163294,0.1382405580667217
14673.0,9.25,9.25,3.55999994277954,1.41999995708466,4.26999998092651,0.0,52.0,34.0,217.0,712,1947.0,48.42574257425743,0.0006304095958563347,0.3848648586788692,0.49444444444444446,303.0,441.0,0.29852216748768473,High,Female,34,1.517322610977948,0.8837675224349832,0.0,3.970291913552122,3.5553480614894135,7.5745584842024805,3.900471393208004,0.6934569277714264,0.32560255991745035
10602.0,6.80999994277954,6.80999994277954,2.28999996185303,1.60000002384186,2.92000007629395,0.0,33.0,35.0,246.0,730,1820.0,33.76433121019108,0.0006423316301433258,0.33627018811961307,0.5069444444444444,314.0,415.0,0.3007662835249042,High,Male,56,1.1908875531824568,0.9555114541973825,0.0,3.5263605246161616,3.58351893845611,7.507141079727608,3.5485918959199756,0.6934509685826494,0.289882291283863
14727.0,9.71000003814697,9.71000003814697,3.21000003814697,0.569999992847443,5.92000007629395,0.0,41.0,15.0,277.0,798,2004.0,44.22522522522522,0.0006593332001186237,0.33058702631679465,0.5541666666666667,333.0,430.0,0.29442970822281167,High,Female,57,1.437462656755328,0.45107561480444786,0.0,3.7376696182833684,2.772588722239781,7.60339933974067,3.811655011373441,0.6934424703435964,0.2856202180276987
15103.0,9.65999984741211,9.65999984741211,3.73000001907349,1.04999995231628,4.88000011444092,0.0,50.0,24.0,254.0,816,1990.0,46.045731707317074,0.000639608014792565,0.38612837246294035,0.5666666666666667,328.0,452.0,0.2867132867132867,High,Male,42,1.5539252065362918,0.7178397698899653,0.0,3.9318256327243257,3.2188758248682006,7.596392304064196,3.8511201436870612,0.6934523299757601,0.32651451730330006
11100.0,7.15000009536743,7.15000009536743,2.46000003814697,0.870000004768372,3.8199999332428,0.0,36.0,22.0,203.0,1179,1819.0,42.52873563218391,0.0006441441527358045,0.3440559448021313,0.81875,261.0,355.0,0.18125,High,Male,22,1.2412686000947686,0.6259384334164269,0.0,3.6109179126442243,3.1354942159291497,7.506591780070841,3.7734213092472113,0.6934500625962123,0.29569186683146054
14070.0,8.89999961853027,8.89999961853027,2.92000007629395,1.08000004291534,4.88000011444092,0.0,45.0,24.0,250.0,857,1959.0,44.106583072100314,0.0006325515009616397,0.3280899102753168,0.5951388888888889,319.0,433.0,0.27125850340136054,High,Female,26,1.3660916732651134,0.7323679143456014,0.0,3.828641396489095,3.2188758248682006,7.580699752224563,3.809028201978573,0.6934558571499738,0.2837417522830321
12159.0,8.02999973297119,8.02999973297119,1.97000002861023,0.25,5.80999994277954,0.0,24.0,6.0,289.0,754,1896.0,38.11598746081505,0.0006604161306827198,0.2453300241743978,0.5236111111111111,319.0,373.0,0.2972972972972973,High,Female,31,1.0885619624476823,0.22314355131420976,0.0,3.2188758248682006,1.9459101490553132,7.5480289699350145,3.666531269885887,0.6934419290380334,0.21940057444741676
11992.0,7.71000003814697,7.71000003814697,2.46000003814697,2.13000011444092,3.13000011444092,0.0,37.0,46.0,175.0,833,1821.0,46.48062015503876,0.0006429286222604211,0.3190661512289965,0.5784722222222223,258.0,378.0,0.23648029330889092,High,Female,28,1.2412686000947686,1.1410330411146554,0.0,3.6375861597263857,3.8501476017100584,7.507690077819904,3.8603216310512556,0.6934506701772122,0.2769240250393665
10060.0,6.57999992370605,6.57999992370605,3.52999997138977,0.319999992847443,2.73000001907349,0.0,44.0,8.0,203.0,574,1740.0,39.450980392156865,0.0006540755391357903,0.5364741660060035,0.39861111111111114,255.0,351.0,0.30759951749095293,High,Female,48,1.5107219331792188,0.27763173117967566,0.0,3.8066624897703196,2.1972245773362196,7.462214939768189,3.700090880346926,0.6934450983944822,0.4294902889137005
12022.0,7.71999979019165,7.71999979019165,3.45000004768372,0.529999971389771,3.74000000953674,0.0,46.0,11.0,206.0,835,1819.0,45.71102661596958,0.0006421560297946806,0.4468912100317652,0.5798611111111112,263.0,366.0,0.2395264116575592,High,Male,18,1.4929041068935913,0.4252677167048478,0.0,3.8501476017100584,2.4849066497880004,7.506591780070841,3.843980252777515,0.6934510563561513,0.3694172617073812
12207.0,7.76999998092651,7.76999998092651,3.34999990463257,1.1599999666214,3.25999999046326,0.0,46.0,31.0,214.0,746,1859.0,41.94845360824742,0.0006365200279287712,0.43114541992998945,0.5180555555555556,291.0,414.0,0.2806171648987464,High,Male,29,1.4701758231770454,0.770108206243018,0.0,3.8501476017100584,3.4657359027997265,7.528331766707247,3.7600006433175346,0.693453873496924,0.3584751166061912
12770.0,8.13000011444092,8.13000011444092,2.55999994277954,1.00999999046326,4.55000019073486,0.0,36.0,23.0,251.0,669,1783.0,41.193548387096776,0.0006366484036367204,0.3148831373608886,0.46458333333333335,310.0,405.0,0.3166496424923391,High,Female,38,1.269760528790776,0.6981347173263376,0.0,3.6109179126442243,3.1780538303479458,7.486613313139955,3.742267327531998,0.6934538093287509,0.2737477927535699
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1440,1372.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Low,Male,57,0.0,0.0,0.0,0.0,0.0,7.225372296517106,0.0,0.6937719853148263,0.0
8163.0,5.30999994277954,5.30999994277954,0.0,0.0,5.30999994277954,0.0,0.0,0.0,146.0,1294,1432.0,55.91095890410959,0.0006504961341148524,0.0,0.8986111111111111,146.0,146.0,0.10138888888888889,Medium,Female,33,0.0,0.0,0.0,0.0,0.0,7.267525427828172,4.041487921956645,0.6934468875622872,0.0
7007.0,4.55000019073486,4.55000019073486,0.0,0.0,4.55000019073486,0.0,0.0,0.0,148.0,1292,1411.0,47.3445945945946,0.0006493506765712658,0.0,0.8972222222222223,148.0,148.0,0.10277777777777777,Medium,Male,18,0.0,0.0,0.0,0.0,0.0,7.252762418053187,3.8783544182264365,0.69344746011927,0.0
9107.0,5.92000007629395,5.92000007629395,0.0,0.0,5.90999984741211,0.0099999997764825,0.0,0.0,236.0,1204,1572.0,38.58898305084746,0.0006500494209173109,0.0,0.8361111111111111,236.0,236.0,0.1638888888888889,Medium,Female,48,0.0,0.0,0.009950330631863628,0.0,0.0,7.360739903058278,3.6785508737673456,0.6934471108519296,0.0
1510.0,0.980000019073486,0.980000019073486,0.0,0.0,0.970000028610229,0.0,0.0,0.0,96.0,1344,1344.0,15.729166666666666,0.000649006635148004,0.0,0.9333333333333333,96.0,96.0,0.06666666666666667,Low,Female,22,0.0,0.0,0.0,0.0,0.0,7.20414929203594,2.8171537030388705,0.6934476320883203,0.0
5370.0,3.49000000953674,3.49000000953674,0.0,0.0,3.49000000953674,0.0,0.0,0.0,176.0,1264,1463.0,30.511363636363637,0.0006499068919062831,0.0,0.8777777777777778,176.0,176.0,0.12222222222222222,Medium,Male,54,0.0,0.0,0.0,0.0,0.0,7.288927694521257,3.4503482311375717,0.6934471820950614,0.0
6175.0,4.05999994277954,4.05999994277954,1.02999997138977,1.51999998092651,1.49000000953674,0.0099999997764825,15.0,22.0,127.0,1276,1554.0,37.65243902439025,0.0006574898692760389,0.25369457780943117,0.8861111111111111,164.0,216.0,0.11388888888888889,Medium,Male,46,0.7080357789599865,0.9242588939544866,0.009950330631863628,2.772588722239781,3.1354942159291497,7.349230824613334,3.654609878459968,0.693443391736475,0.22609485417988845
10536.0,7.40999984741211,7.40999984741211,2.15000009536743,0.620000004768372,4.61999988555908,0.0099999997764825,17.0,7.0,202.0,1214,1604.0,46.61946902654867,0.0007033029467931008,0.2901484668880664,0.8430555555555556,226.0,267.0,0.15694444444444444,High,Female,35,1.1474024831129157,0.4824261521877322,0.009950330631863628,2.8903717578961645,2.0794415416798357,7.380879035564116,3.863241690777079,0.693420491719681,0.2547573023620687
2916.0,1.89999997615814,1.89999997615814,0.0,0.0,1.89999997615814,0.0,0.0,0.0,141.0,1299,1435.0,20.680851063829788,0.0006515774952531345,0.0,0.9020833333333333,141.0,141.0,0.09791666666666667,Low,Female,39,0.0,0.0,0.0,0.0,0.0,7.269616749608169,3.076429431512666,0.6934463470435935,0.0
4974.0,3.23000001907349,3.23000001907349,0.0,0.0,3.23000001907349,0.0,0.0,0.0,151.0,1289,1446.0,32.94039735099338,0.0006493767629822054,0.0,0.8951388888888889,151.0,151.0,0.10486111111111111,Low,Female,33,0.0,0.0,0.0,0.0,0.0,7.277247726631484,3.5246059671916847,0.6934474470799805,0.0
6349.0,4.13000011444092,4.13000011444092,0.0,0.0,4.1100001335144,0.0099999997764825,0.0,0.0,186.0,1254,1467.0,34.134408602150536,0.0006504961591496172,0.0,0.8708333333333333,186.0,186.0,0.12916666666666668,Medium,Male,43,0.0,0.0,0.009950330631863628,0.0,0.0,7.291656209174461,3.559180952345121,0.6934468875497737,0.0
4026.0,2.61999988555908,2.61999988555908,0.0,0.0,2.59999990463257,0.0,0.0,0.0,199.0,1241,1470.0,20.231155778894472,0.0006507699666068255,0.0,0.8618055555555556,199.0,199.0,0.13819444444444445,Low,Male,26,0.0,0.0,0.0,0.0,0.0,7.293697720601438,3.0554697150667818,0.6934467506870605,0.0
8538.0,5.55000019073486,5.55000019073486,0.0,0.0,5.53999996185303,0.0099999997764825,0.0,0.0,227.0,1213,1562.0,37.61233480176212,0.0006500351593739588,0.0,0.8423611111111111,227.0,227.0,0.15763888888888888,Medium,Female,29,0.0,0.0,0.009950330631863628,0.0,0.0,7.354362330421477,3.6535717798739324,0.6934471179805629,0.0
6076.0,3.95000004768372,3.95000004768372,1.14999997615814,0.910000026226044,1.88999998569489,0.0,16.0,18.0,185.0,1221,1617.0,27.744292237442924,0.0006500987570249704,0.29113923095583255,0.8479166666666667,219.0,269.0,0.15208333333333332,Medium,Female,49,0.7654678310503342,0.6471032557894515,0.0,2.833213344056216,2.9444389791664403,7.388946097618437,3.358439216661947,0.693447086191273,0.25552495342029635
6497.0,4.21999979019165,4.21999979019165,0.0,0.0,4.19999980926514,0.0099999997764825,0.0,0.0,202.0,1238,1492.0,32.163366336633665,0.0006495305202696091,0.0,0.8597222222222223,202.0,202.0,0.14027777777777778,Medium,Female,19,0.0,0.0,0.009950330631863628,0.0,0.0,7.30854279753919,3.5014458431070627,0.6934473702244145,0.0
2826.0,1.8400000333786,1.8400000333786,0.0,0.0,1.83000004291534,0.0099999997764825,0.0,0.0,140.0,1300,1402.0,20.185714285714287,0.0006510969686406936,0.0,0.9027777777777778,140.0,140.0,0.09722222222222222,Low,Female,56,0.0,0.0,0.009950330631863628,0.0,0.0,7.246368080102461,3.0533271000885733,0.693446587235003,0.0
8367.0,5.44000005722046,5.44000005722046,1.11000001430511,1.87000000476837,2.46000003814697,0.0,17.0,36.0,154.0,1233,1670.0,40.42028985507246,0.0006501733067073574,0.20404411813044335,0.85625,207.0,277.0,0.14375,Medium,Male,35,0.7466879542676481,1.0543120314329826,0.0,2.8903717578961645,3.6109179126442243,7.421177528595393,3.723770853892553,0.6934470489276084,0.18568598918077675
2759.0,1.78999996185303,1.78999996185303,0.0,0.200000002980232,1.60000002384186,0.0,0.0,5.0,115.0,1320,1401.0,22.991666666666667,0.0006487857781272309,0.0,0.9166666666666666,120.0,125.0,0.08333333333333333,Low,Male,32,0.0,0.18232155927748128,0.0,0.0,1.791759469228055,7.2456550675945355,3.17770654783013,0.6934477424836512,0.0
2390.0,1.54999995231628,1.54999995231628,0.0,0.0,1.54999995231628,0.0,0.0,0.0,150.0,1290,1404.0,15.933333333333334,0.0006485355449022092,0.0,0.8958333333333334,150.0,150.0,0.10416666666666667,Low,Female,30,0.0,0.0,0.0,0.0,0.0,7.247792581767846,2.8292840659163265,0.6934478675626563,0.0
6474.0,4.30000019073486,4.30000019073486,0.899999976158142,1.27999997138977,2.11999988555908,0.0099999997764825,11.0,23.0,224.0,1182,1655.0,25.093023255813954,0.0006641952719701668,0.2093023107527663,0.8208333333333333,258.0,303.0,0.17916666666666667,Medium,Female,19,0.6418538736240483,0.8241754304180029,0.009950330631863628,2.4849066497880004,3.1780538303479458,7.412160334945205,3.2616679703890794,0.6934400400224714,0.19004359062572931
15485.099999999999,11.656499624252339,11.656499624252339,6.403000092506404,2.13000011444092,1.9099999666214,0.0099999997764825,93.04999999999995,51.0,171.0,1020,2690.0,49.15124583399461,0.0007527558507373114,0.549307279106707,0.7083333333333334,315.04999999999995,552.1499999999999,0.23598367102355713,High,Male,40,2.0018853359567608,1.1410330411146554,0.009950330631863628,4.543826555747039,3.9512437185814275,7.897668150726906,3.915043356252815,0.6933957717192639,0.43780791432876925
7155.0,4.92999982833862,4.92999982833862,0.860000014305115,0.589999973773956,3.47000002861023,0.0,7.0,6.0,166.0,1261,1497.0,39.97206703910614,0.0006890286273009952,0.17444219964505145,0.8756944444444444,179.0,199.0,0.12430555555555556,Medium,Male,26,0.6205764954160319,0.4637339997377727,0.0,2.0794415416798357,1.9459101490553132,7.311886164077165,3.7128905427905163,0.6934276269035727,0.16079331117281007
2100.0,1.37000000476837,1.37000000476837,0.0,0.0,1.3400000333786,0.0099999997764825,0.0,0.0,96.0,1344,1334.0,21.875,0.0006523809546516048,0.0,0.9333333333333333,96.0,96.0,0.06666666666666667,Low,Female,26,0.0,0.0,0.009950330631863628,0.0,0.0,7.19668657083435,3.130044611161585,0.6934459454339796,0.0
2193.0,1.42999994754791,1.42999994754791,0.0,0.0,1.41999995708466,0.0,0.0,0.0,118.0,1322,1368.0,18.584745762711865,0.0006520747594837711,0.0,0.9180555555555555,118.0,118.0,0.08194444444444444,Low,Male,28,0.0,0.0,0.0,0.0,0.0,7.221835825288449,2.974750985808716,0.6934460984858185,0.0
2470.0,1.61000001430511,1.61000001430511,0.0,0.0,1.58000004291534,0.0099999997764825,0.0,0.0,117.0,1323,1370.0,21.11111111111111,0.0006518218681397207,0.0,0.91875,117.0,117.0,0.08125,Low,Female,35,0.0,0.0,0.009950330631863628,0.0,0.0,7.223295679562314,3.096080247388273,0.6934462248936913,0.0
1727.0,1.12000000476837,1.12000000476837,0.0,0.0,1.12000000476837,0.0099999997764825,0.0,0.0,102.0,1338,1341.0,16.931372549019606,0.0006485234538322931,0.0,0.9291666666666667,102.0,102.0,0.07083333333333333,Low,Female,18,0.0,0.0,0.009950330631863628,0.0,0.0,7.201916317531627,2.8865518351065944,0.6934478736063736,0.0
2104.0,1.37000000476837,1.37000000476837,0.0,0.0,1.37000000476837,0.0,0.0,0.0,182.0,1258,1474.0,11.56043956043956,0.0006511406866769819,0.0,0.8736111111111111,182.0,182.0,0.12638888888888888,Low,Male,31,0.0,0.0,0.0,0.0,0.0,7.29641326877392,2.5305521572779606,0.6934465653825282,0.0
3427.0,2.23000001907349,2.23000001907349,0.0,0.0,2.22000002861023,0.0,0.0,0.0,152.0,1288,1427.0,22.54605263157895,0.0006507149165665276,0.0,0.8944444444444445,152.0,152.0,0.10555555555555556,Low,Male,44,0.0,0.0,0.0,0.0,0.0,7.2640301428995295,3.1589581899197494,0.6934467782038359,0.0
1732.0,1.12999999523163,1.12999999523163,0.0,0.0,1.12999999523163,0.0,0.0,0.0,91.0,1349,1328.0,19.032967032967033,0.0006524249395101789,0.0,0.9368055555555556,91.0,91.0,0.06319444444444444,Low,Female,18,0.0,0.0,0.0,0.0,0.0,7.192182058713246,2.9973792681618128,0.6934459234481198,0.0
2969.0,1.92999994754791,1.92999994754791,0.0,0.0,1.91999995708466,0.0099999997764825,0.0,0.0,139.0,1301,1393.0,21.359712230215827,0.0006500505043947153,0.0,0.9034722222222222,139.0,139.0,0.09652777777777778,Low,Male,27,0.0,0.0,0.009950330631863628,0.0,0.0,7.2399325913204695,3.107260778356846,0.6934471103103533,0.0
3134.0,2.03999996185303,2.03999996185303,0.0,0.0,2.03999996185303,0.0,0.0,0.0,112.0,1328,1359.0,27.982142857142858,0.0006509253228631238,0.0,0.9222222222222223,112.0,112.0,0.07777777777777778,Low,Male,21,0.0,0.0,0.0,0.0,0.0,7.215239978730097,3.366679876779442,0.693446673032196,0.0
2971.0,1.92999994754791,1.92999994754791,0.0,0.0,1.91999995708466,0.0099999997764825,0.0,0.0,107.0,890,1002.0,27.766355140186917,0.0006496129072864052,0.0,0.6180555555555556,107.0,107.0,0.10732196589769308,Low,Female,18,0.0,0.0,0.009950330631863628,0.0,0.0,6.910750787961936,3.3592064799369186,0.6934473290432692,0.0
10694.0,7.76999998092651,7.76999998092651,0.140000000596046,2.13000011444092,5.32999992370605,0.0,2.0,51.0,256.0,1131,3199.0,34.6084142394822,0.0007265756481135694,0.018018018138959136,0.7854166666666667,309.0,364.0,0.21458333333333332,High,Male,38,0.13102826292925146,1.1410330411146554,0.0,1.0986122886681098,3.9512437185814275,8.070906088787819,3.572581964972167,0.6934088584812648,0.017857617518807
8001.0,5.82000017166138,5.82000017166138,2.27999997138977,0.899999976158142,2.64000010490417,0.0,30.0,16.0,135.0,1259,2902.0,44.20441988950276,0.0007274090953207574,0.3917525608489665,0.8743055555555556,181.0,257.0,0.12569444444444444,Medium,Female,41,1.1878434136734213,0.6418538736240483,0.0,3.4339872044851463,2.833213344056216,7.97349996402463,3.811194867223518,0.6934084418666075,0.3305637881006003
11037.0,8.02000045776367,8.02000045776367,0.360000014305115,2.13000011444092,5.09999990463257,0.0,5.0,51.0,252.0,1125,3226.0,35.83441558441559,0.0007266467751892425,0.04488777977021449,0.78125,308.0,369.0,0.21493370551290997,High,Male,21,0.30748471026642754,1.1410330411146554,0.0,1.791759469228055,3.9512437185814275,8.079308192051961,3.6064326142403678,0.6934088229270313,0.04390949187059483
5263.0,3.82999992370605,3.82999992370605,0.219999998807907,0.150000005960464,3.45000004768372,0.0,3.0,4.0,170.0,1263,2750.0,29.73446327683616,0.0007277218171586643,0.057441254096691166,0.8770833333333333,177.0,187.0,0.12291666666666666,Medium,Male,19,0.1988508577680398,0.13976194755817087,0.0,1.3862943611198906,1.6094379124341003,7.919719760924575,3.4253846072761593,0.6934082855465221,0.055852078713628246
15300.0,11.1199998855591,11.1199998855591,4.09999990463257,1.87999999523163,5.09000015258789,0.0,51.0,42.0,212.0,1135,3493.0,50.16393442622951,0.0007267973781411176,0.3687050311895239,0.7881944444444444,305.0,449.0,0.21180555555555555,High,Male,30,1.6292405210307839,1.0577902924921705,0.0,3.9512437185814275,3.7612001156935624,8.158802490694002,3.935034878097468,0.6934087476452521,0.31386506011750986
8757.0,6.36999988555908,6.36999988555908,2.25,0.569999992847443,3.54999995231628,0.0,29.0,13.0,186.0,1212,3011.0,38.4078947368421,0.0007274180524790545,0.35321821670684733,0.8416666666666667,228.0,299.0,0.15833333333333333,Medium,Male,41,1.1786549963416462,0.45107561480444786,0.0,3.4011973816621555,2.6390573296152584,8.010359588919783,3.6739661702632187,0.6934084373891983,0.3024856197809285
7132.0,5.19000005722046,5.19000005722046,1.07000005245209,1.66999995708466,2.45000004768372,0.0,15.0,33.0,121.0,1271,2806.0,42.201183431952664,0.0007277061213152636,0.20616571110890045,0.8826388888888889,169.0,232.0,0.11736111111111111,Medium,Male,55,0.7275486326164513,0.9820784563389969,0.0,2.772588722239781,3.5263605246161616,7.939871576361883,3.765867889133012,0.6934082933923948,0.1874464944286497
11256.0,8.18000030517578,8.18000030517578,0.360000014305115,2.13000011444092,5.30000019073486,0.0,5.0,51.0,278.0,1099,3300.0,33.70059880239521,0.000726723552343264,0.044009780057994635,0.7631944444444444,334.0,395.0,0.23307745987438938,High,Female,51,0.30748471026642754,1.1410330411146554,0.0,1.791759469228055,3.9512437185814275,8.101980731853192,3.546756943357097,0.6934087845484964,0.04306885728821111
